taxon,family,genus,species,transect,type,volume.m3,total.length.mm,Habitat,Habitat.verbose
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Aluterus scriptus,Monacanthidae,Aluterus,scriptus,118,Inside,247.2,66,CoralReef,Reef-associated
Tylosurus crocodilus,Belonidae,Tylosurus,crocodilus ,118,Inside,247.2,10,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Tylosurus crocodilus,Belonidae,Tylosurus,crocodilus ,118,Inside,247.2,12,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,118,Inside,247.2,4,NA,NA
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,118,Inside,247.2,3,NA,NA
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,4,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,5,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Hyporhamphus acutus,Hemiramphidae,Hyporhamphus,acutus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,4,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,5,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,6,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,6,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,5,Epipelagic,Epipelagic-neritic
Seriola sp.,Carangidae,Seriola,sp.,118,Inside,247.2,20,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Canthidermis maculata,Balistidae,Canthidermis,maculata,118,Inside,247.2,9,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,8,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Tylosurus crocodilus,Belonidae,Tylosurus,crocodilus ,118,Inside,247.2,12,Epipelagic,Epipelagic-neritic
Ablennes hians,Belonidae,Ablennes,hians,118,Inside,247.2,12,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,5,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Canthidermis maculata,Balistidae,Canthidermis,maculata,118,Inside,247.2,5,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Tylosurus crocodilus,Belonidae,Tylosurus,crocodilus ,118,Inside,247.2,11,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Hyporhamphus acutus,Hemiramphidae,Hyporhamphus,acutus,118,Inside,247.2,4,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,7,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Aluterus scriptus,Monacanthidae,Aluterus,scriptus,118,Inside,247.2,25,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,6,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Tylosurus crocodilus,Belonidae,Tylosurus,crocodilus ,118,Inside,247.2,11,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Hyporhamphus acutus,Hemiramphidae,Hyporhamphus,acutus,118,Inside,247.2,4,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,118,Inside,247.2,10,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Unk.Exocoetid,Exocoetidae,Unk.Exocoetid,,118,Inside,247.2,6,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,5,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Platybelone argalus,Belonidae,Platybelone,argalus,118,Inside,247.2,8,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,118,Inside,247.2,3,NA,NA
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Ablennes hians,Belonidae,Ablennes,hians,118,Inside,247.2,9,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,5,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,6,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Hyporhamphus acutus,Hemiramphidae,Hyporhamphus,acutus,118,Inside,247.2,4,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,6,Epipelagic,Epipelagic-neritic
Schindleria praematura,Gobiidae,Schindleria,praematura,118,Inside,247.2,12,CoralReef,Reef-associated
Tylosurus crocodilus,Belonidae,Tylosurus,crocodilus ,118,Inside,247.2,9,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,6,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,6,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,6,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,118,Inside,247.2,13,CoralReef,Reef-associated
Tylosurus crocodilus,Belonidae,Tylosurus,crocodilus ,118,Inside,247.2,12,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,5,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,5,Epipelagic,Epipelagic-neritic
Seriola sp.,Carangidae,Seriola,sp.,118,Inside,247.2,19,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,4,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,4,Epipelagic,Epipelagic-neritic
Tylosurus crocodilus,Belonidae,Tylosurus,crocodilus ,118,Inside,247.2,7,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,4,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Abudefduf sp.,Pomacentridae,Abudefduf,sp.,118,Inside,247.2,17,CoralReef,Reef-associated
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,6,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Aluterus scriptus,Monacanthidae,Aluterus,scriptus,118,Inside,247.2,44,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Tylosurus crocodilus,Belonidae,Tylosurus,crocodilus ,118,Inside,247.2,9,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,6,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,118,Inside,247.2,6,NA,NA
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Tylosurus crocodilus,Belonidae,Tylosurus,crocodilus ,118,Inside,247.2,12,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Hyporhamphus acutus,Hemiramphidae,Hyporhamphus,acutus,118,Inside,247.2,7,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,8,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,8,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,8,Epipelagic,Epipelagic-neritic
Hyporhamphus acutus,Hemiramphidae,Hyporhamphus,acutus,118,Inside,247.2,4,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,118,Inside,247.2,2,NA,NA
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,4,Epipelagic,Epipelagic-neritic
Unknown,Unknown,Unknown,,118,Inside,247.2,3,NA,NA
Tylosurus crocodilus,Belonidae,Tylosurus,crocodilus ,118,Inside,247.2,17,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,7,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Hemiramphus depauperatus,Hemiramphidae,Hemiramphus,depauperatus,118,Inside,247.2,6,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Seriola sp.,Carangidae,Seriola,sp.,118,Inside,247.2,26,CoralReef,Reef-associated
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,2,Epipelagic,Epipelagic-neritic
Parexocoetus brachypterus,Exocoetidae,Parexocoetus,brachypterus,118,Inside,247.2,3,Epipelagic,Epipelagic-neritic
